Codi,Provincia,Cla,Subclase,Especie,Rumbo,Dist,Fac,CD,DiamIf3,DiamIf2,HeiIf3
170004,17,A,1,022,1,14.19,14.14,30,29.5,27.5,6.5
170005,17,A,1,022,0,22.89,5.09,55,56.3,49.05,14
170006,17,A,1,022,24,9.8,31.83,25,24.9,22.75,14.5
170007,17,A,1,022,0,13.19,14.14,40,39.15,30.8,10
170009,17,A,1,022,61,9.69,31.83,25,27,23.75,8.5
170010,17,A,1,022,3,2.9,127.32,25,24.65,22,9
170012,17,A,1,022,62,11.1,14.14,35,34.55,33.8,15.5
170013,17,A,1,022,0,7.3,31.83,25,22.55,21.7,12.5
170014,17,A,1,022,34,1.89,127.32,20,18.65,10.45,5.5
170015,17,A,1,022,5,9.19,31.83,30,30.65,29.6,17
170016,17,A,1,022,13,5.3,31.83,25,27.45,25.2,12.5
170017,17,A,1,022,12,6,31.83,20,19.8,18.55,9.5
170018,17,A,1,022,0,10,14.14,30,31.1,28.7,14.5
170020,17,A,1,022,8,7.8,31.83,15,15.95,15.55,7
170022,17,A,1,022,0,9.8,31.83,20,19.6,15.75,9
170023,17,A,1,021,28,4.59,127.32,20,18.85,10.5,8.5
170027,17,A,1,022,7,6.8,31.83,30,27.65,25.75,16.5
170028,17,A,1,021,3,1.2,127.32,10,12.15,8.35,6.5
170029,17,A,1,022,4,13.8,14.14,30,29.15,27.1,15
170030,17,A,1,022,153,8,31.83,20,21.3,17.6,9.5
170031,17,A,1,022,14,10.8,14.14,40,39.2,34.7,11.5
170032,17,A,1,022,10,15.19,5.09,30,32.2,29,10.5
170033,17,A,1,022,223,13.3,14.14,35,34.85,30.45,11.5
170034,17,A,1,022,18,12.69,14.14,45,43.4,42.85,11.5
170035,17,A,1,021,25,14.8,14.14,35,35.25,33.75,16
170036,17,A,1,042,0,4.09,127.32,15,14.15,10.65,10
170037,17,A,1,021,45,8.89,31.83,30,30.35,22.55,12.5
170038,17,A,1,021,2,11.8,14.14,20,17.75,18.3,10.5
170040,17,A,1,021,16,3,127.32,45,46.35,42.95,14.5
170041,17,A,1,022,15,11.6,14.14,35,33.85,32.65,21
170042,17,A,1,022,21,8,31.83,35,36.85,35.1,20.5
170044,17,A,1,022,31,7,31.83,25,24.55,21.55,14
170045,17,A,1,031,3,7,31.83,50,48.6,46.15,21
170046,17,A,1,031,3,12.6,14.14,25,25.1,22.85,17
170047,17,A,1,021,34,20.5,5.09,50,51.15,47.2,15.5
170048,17,A,1,022,3,12,14.14,35,33.65,29.85,11.5
170049,17,A,1,031,0,7.3,31.83,25,22.8,16.9,10.5
170052,17,A,1,022,394,10.5,14.14,25,24.85,19.85,10
170053,17,A,1,022,0,12.8,14.14,30,28.45,26.1,13.5
170054,17,A,1,022,22,12.89,14.14,30,31.35,25.95,10.5
170055,17,A,1,022,15,4.09,127.32,20,18.85,16.75,14
170056,17,A,1,022,11,7.59,31.83,35,33.85,29.95,16.5
170057,17,A,1,022,18,4,127.32,10,11.2,10.4,9
170059,17,A,1,022,5,2.4,127.32,30,27.7,19.35,11
170060,17,A,1,022,1,6.59,31.83,20,19.9,14.65,11.39
170062,17,A,1,022,17,18.89,5.09,40,41,33.1,17.1
170063,17,A,1,022,19,11.6,14.14,30,30.1,26.95,14
170067,17,A,1,022,46,5.3,31.83,25,25.75,20.75,7.5
170068,17,A,1,022,1,4.19,127.32,20,17.85,14.15,4.4
170069,17,A,1,022,0,8.1,31.83,25,22.7,17.55,11
170071,17,A,1,022,330,4.3,127.32,10,9.65,7.85,4.19
170072,17,A,1,022,1,9.19,31.83,15,15,13.8,13
170073,17,A,1,022,3,10.1,14.14,30,27.95,23.55,14
170075,17,A,1,022,2,5.8,31.83,20,17.55,16.3,7.19
170077,17,A,1,022,9,9.39,31.83,20,20.95,18.35,13.5
170078,17,A,1,022,1,5.4,31.83,30,29.5,26.4,11
170079,17,A,1,022,3,10.3,14.14,20,18.65,13.05,10.1
170080,17,A,1,022,396,8.69,31.83,15,14.4,12.6,9.5
170081,17,A,1,022,3,11.69,14.14,30,28,25.45,10.5
170085,17,A,1,022,54,6.59,31.83,30,27.8,20.55,9
170086,17,A,1,058,63,8,31.83,20,18.3,13.95,16.39
170087,17,A,1,022,3,8.5,31.83,25,23.1,19.65,11.5
170089,17,A,1,022,48,10.1,14.14,25,25.9,24.9,10.5
170090,17,A,1,255,180,8.89,31.83,20,21.55,17.15,14.5
170091,17,A,1,071,9,10.19,14.14,25,24.9,15.75,12.5
170092,17,A,1,022,88,5.09,31.83,25,25.9,19.45,7.69
170093,17,A,1,021,38,11,14.14,25,25.75,12.55,9.19
170094,17,A,1,022,0,3.29,127.32,10,8.8,8.55,6.5
170095,17,A,1,373,47,13.8,14.14,35,33.75,32.55,20.5
170096,17,A,1,022,36,7.9,31.83,35,33.2,22.9,11.39
170097,17,A,1,095,1,12.3,14.14,25,26.15,22.65,14.3
170100,17,A,1,373,19,2,127.32,20,20.6,16.55,16.5
170106,17,A,1,074,0,4.69,127.32,15,15.4,11.65,13.8
170107,17,A,1,025,2,9.69,31.83,55,53.35,44.2,15.1
170111,17,A,1,045,18,6.59,31.83,40,38.65,26.25,10.69
170113,17,A,1,045,4,11.19,14.14,15,14.2,14.1,8.5
170114,17,A,1,072,6,3.9,127.32,15,13.4,11.45,10.8
170117,17,A,1,046,1,25.79,5.09,50,49.3,47.85,12.1
170118,17,A,1,045,17,10.89,14.14,20,17.95,15.5,12
170119,17,A,1,046,3,17.5,5.09,45,42.9,43.15,11.5
170121,17,A,1,072,47,11.39,14.14,30,31.05,24.15,19.6
170122,17,A,1,046,3,9.3,31.83,25,27.05,25.4,10.39
170124,17,A,1,046,0,8.89,31.83,25,22.5,19.25,8.1
170125,17,A,1,046,2,5.8,31.83,15,14.2,11.6,5.09
170127,17,A,1,046,11,13.5,14.14,35,33.9,30.7,8.89
170128,17,A,1,046,0,3.29,127.32,30,30.4,26.8,12.69
170129,17,A,1,045,42,9.1,31.83,20,21.9,20.55,7.5
170131,17,A,1,045,41,9.8,31.83,20,19.8,16.4,9.39
170133,17,A,1,046,19,5.09,31.83,20,18.9,14.9,11.3
170134,17,A,1,046,4,9.19,31.83,20,17.55,15.45,8.5
170136,17,A,1,095,251,4.4,127.32,10,11.8,7.8,9.8
170137,17,A,1,045,1,5.5,31.83,15,15.85,15.3,8.19
170139,17,A,1,046,23,12.69,14.14,35,34.3,30.35,10.5
170140,17,A,1,045,36,0.89,127.32,15,12.95,8.1,6.3
170142,17,A,1,046,30,12.1,14.14,35,32.55,32.05,8.1
170143,17,A,1,045,5,4.69,127.32,15,12.9,11.45,6.09
170144,17,A,1,046,12,8.3,31.83,20,21.85,19.9,6
170145,17,A,1,046,39,10.39,14.14,20,18.2,16.05,5.5
170146,17,A,1,008,32,2.5,127.32,10,9.15,8.55,5.3
170147,17,A,1,068,13,4.09,127.32,10,9.8,8.45,7.19
170148,17,A,1,046,29,3.9,127.32,40,41.4,39.5,13.1
170149,17,A,1,021,6,9.69,31.83,25,25.15,20.8,11.89
170150,17,A,1,045,19,2.79,127.32,15,12.8,9.45,6
170151,17,A,1,045,1,7.09,31.83,15,14.95,13.4,6.3
170152,17,A,1,046,18,13.5,14.14,35,35.4,29.85,11.1
170153,17,A,1,046,6,6.4,31.83,30,32.05,31.05,10.89
170154,17,A,1,046,20,7.8,31.83,40,42.45,40.85,14
170155,17,A,1,045,7,4.4,127.32,10,10.75,9.05,4.5
170156,17,A,1,046,0,13.3,14.14,30,28.2,26.25,7.59
170157,17,A,1,046,23,4.9,127.32,25,22.55,19,8
170158,17,A,1,045,60,2.9,127.32,10,11.65,10.65,5
170160,17,A,1,045,34,4.09,127.32,15,14.15,8.3,6.8
170161,17,A,1,045,22,5.4,31.83,10,10.9,8.55,5
170162,17,A,1,021,14,9.6,31.83,15,15.4,12.9,8.89
170163,17,A,1,045,1,4,127.32,15,12.95,11.2,6.8
170164,17,A,1,045,10,1.1,127.32,15,15.1,10.3,5.8
170165,17,A,1,046,17,14.69,14.14,40,41.6,32.75,11.19
170166,17,A,1,046,56,10.5,14.14,35,36.2,29.05,9
170167,17,A,1,243,2,13.89,14.14,40,39.6,38.45,13
170168,17,A,1,243,8,4.4,127.32,10,12,11.9,12
170170,17,A,1,045,19,4.9,127.32,20,20.4,15.35,7.8
170172,17,A,1,243,27,1.89,127.32,15,15.65,13.75,6.8
170173,17,A,1,046,8,9,31.83,25,23.3,18.5,7.59
170174,17,A,1,068,1,3.09,127.32,10,9.3,7.85,6.3
170178,17,A,1,243,4,4.4,127.32,15,16.05,13.6,12.5
170179,17,A,1,243,75,3.79,127.32,20,17.65,7.75,8
170181,17,A,1,045,21,4.09,127.32,10,11.25,9.75,7.5
170183,17,A,1,045,0,3.4,127.32,10,8.25,7.75,4.69
170184,17,A,1,045,0,2.7,127.32,10,9.9,8.4,9
170185,17,A,1,045,25,2.79,127.32,15,13.75,13.25,4.9
170186,17,A,1,045,39,3.5,127.32,10,11.75,9.85,5.19
170187,17,A,1,045,16,4.19,127.32,15,14,11,7.69
170188,17,A,1,045,35,4.5,127.32,10,9.15,8.25,4
170189,17,A,1,025,0,4.3,127.32,30,31.05,24.35,13.5
170190,17,A,1,045,9,7.3,31.83,15,17.3,15.35,10.1
170194,17,A,1,243,4,11.8,14.14,50,48.5,46.7,15
170195,17,A,1,076,62,10.5,14.14,20,19.15,14.75,9.5
170196,17,A,1,042,35,19.79,5.09,50,51.55,45.35,12
170197,17,A,1,243,0,15.1,5.09,50,50.55,45.35,19.5
170198,17,A,1,243,0,22.39,5.09,50,51.6,48.55,19
170199,17,A,1,243,0,10.3,14.14,20,17.5,15.9,10.5
170200,17,A,1,045,47,9.1,31.83,15,17.45,14.15,8.5
170203,17,A,1,065,2,4.69,127.32,15,15.8,15.4,6
170204,17,A,1,276,0,11.3,14.14,15,14.7,14.4,8.5
170205,17,A,1,276,0,5.3,31.83,30,30.2,24.7,8.5
170206,17,A,1,045,0,1.2,127.32,15,13.6,11.45,5.5
170207,17,A,1,046,6,10.1,14.14,20,18.6,17.5,6
170208,17,A,1,046,120,14.8,14.14,25,24.1,22.95,5.5
170213,17,A,1,243,7,9.6,31.83,20,18.8,17.6,7.5
170214,17,A,1,045,0,1.89,127.32,10,9.4,7.65,4.5
170215,17,A,1,045,30,8,31.83,15,13.95,13.9,6.5
170216,17,A,1,045,13,1.79,127.32,15,13.7,13.65,6
170217,17,A,1,045,6,4.59,127.32,15,15.55,10.3,5
170218,17,A,1,065,13,2.59,127.32,10,11.7,10.1,5
170219,17,A,1,045,4,10.1,14.14,25,23.85,18.45,9
170220,17,A,1,045,5,9.39,31.83,15,17.1,15.45,6
170221,17,A,1,046,1,12.69,14.14,30,29.4,31.75,9.5
170222,17,A,1,046,0,10.5,14.14,25,25.4,24,6
170223,17,A,1,046,37,5.59,31.83,20,17.75,13.8,6.5
170225,17,A,1,045,1,7.09,31.83,15,16.9,16,8.5
170226,17,A,1,046,103,13,14.14,45,43.45,39.25,8
170228,17,A,1,045,0,6.3,31.83,15,17.15,15.5,8.5
170229,17,A,1,045,116,4.69,127.32,10,11.4,8.45,4
170230,17,A,1,045,14,5.9,31.83,15,16.35,13.45,6.5
170232,17,A,1,045,17,4.19,127.32,10,9.7,9.2,4.5
170233,17,A,1,046,0,15.5,5.09,30,31.65,29.35,6
170234,17,A,1,055,18,1.6,127.32,10,11.75,8.45,10
170235,17,A,1,068,17,2.9,127.32,15,12.55,11.2,4.5
170236,17,A,1,046,17,8.8,31.83,15,16.8,14.7,6
170239,17,A,1,046,64,5.4,31.83,15,14.45,10,5
170240,17,A,1,046,12,10.39,14.14,25,24.4,22.9,7
170242,17,A,1,054,24,10.5,14.14,40,40.25,40.15,16
170243,17,A,1,046,6,9,31.83,25,23.1,22.6,8
170244,17,A,1,046,4,4,127.32,10,11.2,9,4.5
170246,17,A,1,046,3,13.6,14.14,35,34.65,38.45,10
170247,17,A,1,045,13,5.3,31.83,15,16.15,15.75,7
170248,17,A,1,046,6,3.2,127.32,30,29.7,26.65,7.5
170249,17,A,1,046,18,12.6,14.14,35,35.9,27.65,7.5
170250,17,A,1,046,1,8,31.83,20,18.3,13.5,6
170251,17,A,1,046,53,2.29,127.32,15,12.5,10.45,4
170252,17,A,1,046,11,9,31.83,20,19.8,16.95,7
170254,17,A,1,046,0,9,31.83,25,25.4,23.8,7
170255,17,A,1,046,0,8,31.83,20,18.9,17.3,4.5
170262,17,A,1,046,7,13.6,14.14,30,28.45,27.4,9
170263,17,A,1,046,20,7.9,31.83,30,29.3,23.15,8.5
170264,17,A,1,046,0,3.79,127.32,10,9.25,8.8,3.5
170265,17,A,1,046,12,3.5,127.32,30,29.95,27.55,11
170266,17,A,1,046,7,14.3,14.14,40,38.95,37,7.5
170267,17,A,1,046,92,9.3,31.83,20,18.65,17.7,5
170268,17,A,1,046,26,9,31.83,15,14.5,12.95,5
170269,17,A,1,046,6,3.2,127.32,10,9.85,9.05,4
170270,17,A,1,046,202,9.8,31.83,20,20.15,18.75,5.5
170272,17,A,1,046,53,2,127.32,40,39.2,32.65,11
170273,17,A,1,046,53,15,5.09,30,30.35,25.9,9
170276,17,A,1,046,22,13.5,14.14,35,35.75,35.1,8
170277,17,A,1,046,11,5.3,31.83,20,18.75,14.85,6
170278,17,A,1,046,0,4.8,127.32,15,13.65,11.5,6.5
170279,17,A,1,046,33,5.19,31.83,30,29.8,29.05,7.5
170280,17,A,1,046,92,0.6,127.32,40,41.5,35.3,7
170283,17,A,1,046,13,4.3,127.32,10,12.25,8.4,6
170284,17,A,1,046,6,6.59,31.83,25,27.2,25.2,8
170285,17,A,1,046,80,8,31.83,20,19.95,16.75,7
170286,17,A,1,046,2,8.89,31.83,25,23.95,20,12
170287,17,A,1,046,16,2.09,127.32,10,11,9.6,5
170288,17,A,1,046,0,5.5,31.83,20,18.55,17.55,4.5
170289,17,A,1,046,70,1.1,127.32,35,36,29.45,9
170290,17,A,1,023,285,14.8,14.14,45,46.85,27.9,10.5
170291,17,A,1,046,16,3.4,127.32,20,20.55,16.95,7.5
170292,17,A,1,045,11,9,31.83,20,18.1,17.35,9.5
170293,17,A,1,046,35,3,127.32,20,17.75,17.7,6.5
170295,17,A,1,046,3,6.19,31.83,20,21.25,18.9,10.5
170296,17,A,1,066,143,5.59,31.83,20,17.75,12.05,5.5
170297,17,A,1,046,136,1.6,127.32,15,15.9,10.55,5
170298,17,A,1,046,0,7,31.83,15,16.5,15.75,5
170299,17,A,1,046,11,6.4,31.83,15,17.4,15.85,8
170302,17,A,1,046,11,7.5,31.83,40,38.75,34.1,10.5
170303,17,A,1,046,13,11,14.14,30,29.15,26.15,9.5
170304,17,A,1,046,4,7.9,31.83,20,20.7,20,8
170305,17,A,1,045,22,6.69,31.83,15,16.3,16,8.3
170306,17,A,1,046,5,5.5,31.83,40,38.9,37.2,10.5
170308,17,A,1,046,3,10.8,14.14,50,48.7,47.65,16.6
170309,17,A,1,046,0,6.59,31.83,25,24.65,18.25,10.5
170310,17,A,1,046,2,14.3,14.14,30,31.45,30.45,8.5
170311,17,A,1,046,19,6.69,31.83,30,32.35,29.9,8
170314,17,A,1,046,13,3.4,127.32,45,46.05,47.6,10
170315,17,A,1,046,2,3.9,127.32,35,32.65,35.15,10.5
170316,17,A,1,046,64,2.4,127.32,15,14.15,12.2,6.5
170317,17,A,1,046,0,12.5,14.14,25,26.6,25.05,5.5
170318,17,A,1,024,38,9.69,31.83,20,21.55,17.35,13.5
170320,17,A,1,046,43,10,14.14,25,26.55,20.75,6.5
170321,17,A,1,022,47,12.39,14.14,30,29.7,26.7,15
170322,17,A,1,022,6,9.6,31.83,20,22,17.1,11.5
170324,17,A,1,022,14,11.19,14.14,35,34.35,29.55,18
170325,17,A,1,022,2,5.3,31.83,30,29.85,29.2,12.5
170326,17,A,1,021,19,12.3,14.14,40,39.75,34.5,17
170327,17,A,1,021,6,15,5.09,35,34.55,32.65,15
170329,17,A,1,021,0,2.09,127.32,25,26.8,21.95,15.5
170331,17,A,1,255,12,3.79,127.32,10,10.65,8.15,6.5
170332,17,A,1,255,70,10.3,14.14,35,35,25.85,13.5
170333,17,A,1,022,6,15.1,5.09,30,29.2,25.55,17
170335,17,A,1,022,4,17.5,5.09,60,59.8,55.45,18.5
170336,17,A,1,022,10,8.8,31.83,30,30.35,29.65,8.5
170337,17,A,1,022,16,13.5,14.14,30,27.7,27.45,18.5
170338,17,A,1,021,2,15.8,5.09,25,27.45,24.7,16.5
170339,17,A,1,021,14,1.89,127.32,15,12.7,7.65,7
170341,17,A,1,021,1,11.69,14.14,25,26,25.3,14.5
170342,17,A,1,042,27,5.3,31.83,15,14.45,11.45,10.5
170343,17,A,1,042,0,3.7,127.32,10,8.75,8.4,7
170344,17,A,1,022,17,11.1,14.14,25,26.75,23.25,12.5
170345,17,A,1,021,4,16,5.09,35,34.3,32.4,18.5
170346,17,A,1,022,19,8.6,31.83,25,24,21.2,12
170348,17,A,1,021,0,9.39,31.83,40,38.2,33.25,17
170349,17,A,1,021,15,4.3,127.32,35,35.3,31.25,22
170350,17,A,1,021,1,6.4,31.83,20,21.7,17.1,12.5
170351,17,A,1,022,3,10.8,14.14,35,36.7,29.45,10
170352,17,A,1,021,12,6.3,31.83,35,32.8,31.95,14
170354,17,A,1,021,19,8.8,31.83,30,32.25,29.3,11.5
170355,17,A,1,021,22,6.19,31.83,15,17.25,14.35,11
170356,17,A,1,021,9,4.69,127.32,35,35.85,32.25,14.5
170357,17,A,1,022,0,2.79,127.32,45,45.15,43.2,17.5
170358,17,A,1,042,20,10.89,14.14,30,30.95,24.2,17
170359,17,A,1,022,105,1.89,127.32,15,13.1,7.75,5
170360,17,A,1,031,28,12.19,14.14,50,52.4,41.55,20
170361,17,A,1,021,5,5.9,31.83,20,21.8,20.15,20
170362,17,A,1,071,70,19.89,5.09,50,51.4,46.85,19
170363,17,A,1,022,11,13.6,14.14,40,39.95,37.4,16.5
170364,17,A,1,021,4,7.69,31.83,25,22.55,20.3,10.5
170366,17,A,1,042,28,2.9,127.32,15,17.35,14.55,6.5
170367,17,A,1,031,340,16,5.09,30,29.95,24.05,11.5
170368,17,A,1,021,10,5.09,31.83,20,20.3,15.95,14
170369,17,A,1,021,0,9.5,31.83,35,34,29.55,12.3
170370,17,A,1,071,45,5.69,31.83,40,37.7,33.45,9
170371,17,A,1,022,21,8.39,31.83,20,21.6,18.4,14.5
170374,17,A,1,042,0,9.5,31.83,20,20.95,14.6,10.5
170375,17,A,1,021,58,4.5,127.32,20,19.1,10,10
170376,17,A,1,021,7,14.19,14.14,30,31.7,24.85,15.5
170377,17,A,1,021,52,4.9,127.32,25,25.1,19.7,17.6
170378,17,A,1,021,0,10.3,14.14,25,26.7,23.95,13.6
170379,17,A,1,071,48,8.19,31.83,15,12.95,12.7,10.89
170384,17,A,1,243,63,8.89,31.83,20,19.9,17.4,7.5
170385,17,A,1,021,131,16.29,5.09,30,30.7,27.4,17
170386,17,A,1,021,68,1.89,127.32,20,19.1,16.25,11.5
170387,17,A,1,021,9,13.1,14.14,30,28.2,25.75,23.1
170388,17,A,1,021,3,15.5,5.09,30,28.65,24.15,16.7
170391,17,A,1,258,27,5.8,31.83,40,39.35,35,27
170396,17,A,1,021,54,4.9,127.32,25,26.95,22.9,10.8
170397,17,A,1,021,13,7.19,31.83,20,19.95,16.75,12.19
170398,17,A,1,021,297,7.8,31.83,30,29.05,25.25,11
170399,17,A,1,021,18,2.79,127.32,15,16,11.7,10.5
170402,17,A,1,021,0,5.5,31.83,30,28.65,24,14
170403,17,A,1,021,15,14.5,14.14,40,38.4,32.95,17.1
170405,17,A,1,021,18,8.19,31.83,20,18.35,14.15,12
170406,17,A,1,021,14,12.19,14.14,15,14.9,14.05,9.5
170407,17,A,1,021,4,3.29,127.32,25,24.05,19.25,16.29
170409,17,A,1,021,4,11.1,14.14,25,22.55,19.4,12
170410,17,A,1,021,88,5.19,31.83,20,18.9,15.8,6.59
170411,17,A,1,021,397,7.69,31.83,20,22.35,15.25,10.5
170412,17,A,1,021,0,4.9,127.32,10,9.3,9.1,8
170413,17,A,1,021,27,16.2,5.09,30,27.9,24.2,15.39
170414,17,A,1,021,122,9,31.83,25,25.35,20.5,13.8
170415,17,A,1,021,0,2.5,127.32,25,27.2,24.25,13.6
170417,17,A,1,021,94,10.1,14.14,20,21.65,14.85,9.5
170418,17,A,1,021,0,7.4,31.83,20,18.35,13.1,7.5
170419,17,A,1,021,5,4.9,127.32,20,20.8,14.85,12.1
170421,17,A,1,021,190,8.69,31.83,15,14.05,13.1,8
170422,17,A,1,021,9,9.39,31.83,20,17.85,14.85,11.1
170423,17,A,1,021,0,8.3,31.83,25,23.75,20.95,13.69
170424,17,A,1,021,13,9.8,31.83,20,20.25,17.25,6
170425,17,A,1,021,43,6.69,31.83,20,17.55,14.35,9.19
170427,17,A,1,042,0,3.79,127.32,10,11.2,10,6.59
170428,17,A,1,021,66,4.9,127.32,20,17.85,12.9,7.09
170430,17,A,1,021,1,4,127.32,10,8.85,8.35,10.5
170431,17,A,1,021,6,6.69,31.83,25,26.8,17,12.3
170434,17,A,1,021,13,1.89,127.32,20,18.05,13.25,8
170435,17,A,1,021,2,5.5,31.83,20,18.15,17.15,11.5
170436,17,A,1,041,0,7.8,31.83,20,20.75,12.65,9.69
170437,17,A,1,021,7,1.6,127.32,15,15.75,13.3,5.3
170438,17,A,1,021,7,5.9,31.83,15,14.45,13.85,4.09
170439,17,A,1,021,2,8,31.83,15,15.6,15.35,4.59
170440,17,A,1,021,8,11.3,14.14,20,18.1,16.45,10.3
170445,17,A,1,021,16,8.69,31.83,20,18.95,13.85,7.69
170446,17,A,1,021,51,14.1,14.14,25,27.3,23.45,13
170447,17,A,1,071,9,3.2,127.32,15,15.75,12.95,8.5
170448,17,A,1,021,44,5.69,31.83,20,19.5,16.45,10.5
170449,17,A,1,021,396,8.3,31.83,30,31.65,27.85,14.1
170451,17,A,1,021,394,8.19,31.83,20,18.95,16.95,7.59
170453,17,A,1,021,0,3,127.32,20,20.5,17.55,13.89
170454,17,A,1,021,18,15.39,5.09,30,29.1,24.9,8.1
170457,17,A,1,476,0,12.8,14.14,55,54.5,50.55,16.5
170459,17,A,1,021,0,9.6,31.83,20,22,20.3,9
170460,17,A,1,021,61,8.6,31.83,25,24.15,15.35,12.19
170461,17,A,1,021,28,1.6,127.32,25,25.8,14.3,16.7
170462,17,A,1,021,0,12.39,14.14,45,43.8,33.9,17
170465,17,A,1,021,8,3.5,127.32,20,18.85,16.6,15.5
170468,17,A,1,021,5,9.69,31.83,35,34.3,27.8,12.5
170470,17,A,1,021,0,7.59,31.83,25,23.7,18.45,10
170471,17,A,1,022,35,6.59,31.83,30,28.1,25.65,11.5
170472,17,A,1,395,1,12.19,14.14,25,25.8,23.2,18
170473,17,A,1,055,125,7.3,31.83,40,42.1,39.05,21.79
170474,17,A,1,021,259,8.69,31.83,40,39.35,30.6,10
170477,17,A,1,021,0,3.7,127.32,10,10.3,8.5,7
170478,17,A,1,021,0,2.79,127.32,15,16.5,10.8,10.5
170479,17,A,1,042,19,3.4,127.32,20,18.9,17.35,8.39
170480,17,A,1,026,1,9.39,31.83,25,26.4,17.65,13.8
170481,17,A,1,045,77,4.09,127.32,10,10.4,9.35,6.8
170482,17,A,1,045,3,5.69,31.83,15,16.85,14.8,8.69
170484,17,A,1,042,21,9.8,31.83,20,20.3,16.25,7
170486,17,A,1,255,31,2.7,127.32,25,23.6,19.35,19
170487,17,A,1,042,139,5.59,31.83,15,17.15,14.6,11.69
170489,17,A,1,045,4,2.79,127.32,15,13.55,11.6,7.09
170493,17,A,1,021,59,5.3,31.83,50,50.95,44.85,16
170494,17,A,1,021,11,9.89,31.83,30,28.15,19,12
170497,17,A,1,042,56,6,31.83,15,14.15,8.65,5.69
170498,17,A,1,042,4,2.79,127.32,10,11.25,8.95,7.19
170499,17,A,1,042,29,3.7,127.32,35,32.85,24.75,10.8
170500,17,A,1,042,22,19.1,5.09,70,204.4,203.7,22.29
170501,17,A,1,215,15,2.29,127.32,10,8.65,7.5,7
170502,17,A,1,077,25,11.19,14.14,25,24.4,14.05,12
170504,17,A,1,022,2,6.8,31.83,20,19.05,16.1,10
170506,17,A,1,054,59,9.89,31.83,15,16.85,15.3,11
170507,17,A,1,076,11,7,31.83,20,18.95,12.65,13
170509,17,A,1,071,4,12,14.14,15,13.4,13.1,13.8
170511,17,A,1,071,17,3.7,127.32,15,16.65,14.9,15.3
170512,17,A,1,071,11,17.2,5.09,30,29.1,26.6,18.89
170513,17,A,1,042,32,2.59,127.32,20,22.1,20.7,13.39
170515,17,A,1,042,1,3.5,127.32,10,11.4,9.05,11
170516,17,A,1,021,0,4.69,127.32,35,35.15,32.2,14
170517,17,A,1,277,0,1.2,127.32,20,18.7,14.2,13
170518,17,A,1,071,79,19.79,5.09,60,59.65,52.5,21
170519,17,A,1,071,188,12.89,14.14,30,31.05,26.4,13.5
170520,17,A,1,071,0,3.29,127.32,20,22.3,18.4,14.5
170521,17,A,1,255,1,16.89,5.09,25,26,23.8,20
170522,17,A,1,055,26,11.69,14.14,25,24.15,23.15,19.2
170523,17,A,1,042,38,7.19,31.83,15,15.35,13.55,11.19
170524,17,A,1,076,3,3.9,127.32,15,16.85,12.75,14.19
170526,17,A,1,021,51,9.39,31.83,30,29.35,13.5,12.89
170527,17,A,1,042,3,15.3,5.09,30,30.45,27.8,18.5
170528,17,A,1,042,79,11.19,14.14,45,47.25,41.35,16.29
170529,17,A,1,071,34,13.6,14.14,35,36.1,29.05,22.5
170530,17,A,1,074,204,5.19,31.83,15,15.05,8.4,7
170531,17,A,1,074,1,2.7,127.32,10,9,8.4,7.5
170532,17,A,1,042,95,8.1,31.83,20,20.4,12.9,10.5
170533,17,A,1,042,92,13.19,14.14,35,33.25,27.45,14
170534,17,A,1,071,1,11.5,14.14,40,38.3,30.7,17
170535,17,A,1,071,102,3.59,127.32,15,13.35,8.2,7.5
170536,17,A,1,076,119,10.19,14.14,15,14.85,13.5,10.1
170537,17,A,1,021,25,8.6,31.83,15,17.25,13.3,9.69
170538,17,A,1,076,3,9.6,31.83,35,34.5,32.7,13.1
170539,17,A,1,042,8,4.59,127.32,35,37,33.1,20.39
170540,17,A,1,042,36,21,5.09,60,57.75,52.75,22.29
170541,17,A,1,042,18,6.3,31.83,15,13.1,9.4,6.09
170542,17,A,1,045,5,7.3,31.83,15,14.75,12.5,6.09
170544,17,A,1,021,12,12.8,14.14,30,29.9,25.5,16.39
170547,17,A,1,071,40,7.9,31.83,25,25.1,18.95,11.1
170548,17,A,1,071,397,3.79,127.32,20,20.55,14.4,14.39
170549,17,A,1,022,2,5,31.83,20,22.05,19.2,12.69
170550,17,A,1,054,25,4.3,127.32,30,30.95,23.25,21.39
170552,17,A,1,079,0,4.69,127.32,10,12.25,9.65,9.6
170553,17,A,1,021,9,10.89,14.14,35,35.95,34.15,19.89
170554,17,A,1,037,96,3.2,127.32,10,9.4,8.85,6.9
170556,17,A,1,021,1,13.6,14.14,35,36.05,30.2,21.6
170559,17,A,1,021,166,10,14.14,20,18.2,13.5,10.3
170560,17,A,1,042,4,3.9,127.32,25,24.5,22.5,14
170562,17,A,1,042,54,8.69,31.83,20,21.6,16.75,11.1
170563,17,A,1,045,8,4.59,127.32,15,17.45,14.75,6.69
170566,17,A,1,476,159,2.5,127.32,40,38.05,34.95,13.5
170569,17,A,1,243,4,7.4,31.83,15,14.95,13.45,7.5
170570,17,A,1,243,112,1.7,127.32,20,21.85,18.85,15.19
170571,17,A,1,021,0,5,31.83,25,24.15,14.75,11.39
170573,17,A,1,071,8,3,127.32,25,26.95,13.15,12.8
170574,17,A,1,042,4,5.3,31.83,20,21.5,15,16.7
