Codi,Provincia,Cla,Subclase,Especie,Rumbo,Dist,Fac,CD,DiamIf3,DiamIf2,HeiIf3
430003,43,A,1,024,6,9.69,31.83,30,28.1,20.45,10.5
430006,43,A,1,023,24,9.69,31.83,30,28.15,23.25,10.5
430007,43,A,1,024,0,8.8,31.83,30,30.35,27.85,10.5
430009,43,A,1,024,15,9.89,31.83,30,30.45,30.35,11
430010,43,A,1,024,33,12.1,14.14,45,47.2,42.05,13.5
430011,43,A,1,044,1,2.09,127.32,10,11.05,9.65,6
430012,43,A,1,024,31,13,14.14,35,32.95,26.5,12.5
430013,43,A,1,024,80,1.89,127.32,40,38.35,35.7,11
430014,43,A,1,025,4,4.3,127.32,15,14.05,11.15,5
430015,43,A,1,024,22,11.19,14.14,30,31.2,27.4,9
430018,43,A,1,024,124,4.8,127.32,30,29,22.6,10
430021,43,A,1,024,314,12.39,14.14,55,54,42.65,13
430022,43,A,1,024,20,1.6,127.32,20,21.45,11.65,10.5
430023,43,A,1,044,0,8.69,31.83,15,16.5,12.75,7
430024,43,A,1,044,154,4.9,127.32,15,14.45,12.55,7
430025,43,A,1,024,63,11.69,14.14,45,45.95,40.05,11.5
430026,43,A,1,044,77,5,31.83,15,16.1,13.4,6
430027,43,A,1,025,51,4.19,127.32,15,14.8,11.75,6
430028,43,A,1,025,131,3.59,127.32,40,38.4,31.85,14
430030,43,A,1,024,33,15.69,5.09,30,28.75,24.05,8
430031,43,A,1,044,39,6.4,31.83,15,16.15,12.8,8.5
430035,43,A,1,025,0,6.5,31.83,20,22.1,20.2,9.5
430037,43,A,1,044,74,8.1,31.83,20,20,18.15,11
430040,43,A,1,024,81,5.19,31.83,10,11.5,8.5,6.5
430041,43,A,1,025,92,9.89,31.83,30,29.9,28.6,12
430042,43,A,1,024,173,11.19,14.14,30,30.1,23.5,9.8
430043,43,A,1,044,38,4.09,127.32,10,12.4,10.55,6.9
430044,43,A,1,024,0,7.4,31.83,20,20.9,19,6.59
430045,43,A,1,024,166,4.3,127.32,15,12.7,7.8,7.19
430046,43,A,1,024,1,3.29,127.32,15,16.9,13.65,7.69
430047,43,A,1,024,159,3.5,127.32,15,12.9,8.7,4
430048,43,A,1,024,55,4.69,127.32,30,29.4,24.35,7.5
430049,43,A,1,024,18,7.8,31.83,25,26.1,22.6,9.89
430050,43,A,1,024,12,4,127.32,45,42.55,29.65,11.19
430052,43,A,1,024,54,13.39,14.14,30,29.65,25.2,8.3
430053,43,A,1,024,3,4.9,127.32,20,17.9,12.75,10.8
430055,43,A,1,024,23,8.8,31.83,20,18.5,12.7,9.39
430056,43,A,1,044,94,7.4,31.83,15,14.3,12.75,6.59
430057,43,A,1,024,120,8.89,31.83,25,23.2,15.45,9.8
430058,43,A,1,024,79,1.89,127.32,15,15,9.3,7.4
430059,43,A,1,044,19,6,31.83,20,20.1,18.4,7.8
430060,43,A,1,024,23,14.19,14.14,40,37.7,29.2,13
430061,43,A,1,024,13,6.59,31.83,20,20.45,16.85,10.89
430063,43,A,1,024,39,5.19,31.83,20,20.05,16.9,7
430064,43,A,1,024,1,9.8,31.83,25,25.9,20.3,10.69
430065,43,A,1,024,17,3.9,127.32,15,14.85,10.2,7.3
430066,43,A,1,024,14,6.19,31.83,30,27.65,22.15,13.6
430067,43,A,1,024,11,8,31.83,25,25.05,19,10.89
430068,43,A,1,024,4,13.3,14.14,30,31.05,24.25,11.39
430069,43,A,1,024,61,4.59,127.32,15,16.3,9.75,5.3
430071,43,A,1,045,261,4.3,127.32,15,15.7,11.65,7.5
430072,43,A,1,026,7,2.9,127.32,20,19,12.95,5.5
430073,43,A,1,045,328,11.19,14.14,40,38.5,32.5,7.5
430074,43,A,1,024,97,14.5,14.14,45,42.65,31.9,13.39
430076,43,A,1,024,25,9.1,31.83,50,48.6,40.6,12
430077,43,A,1,024,9,6.09,31.83,20,21.7,16.25,8.1
430078,43,A,1,045,99,8.19,31.83,35,32.9,28.7,7.9
430080,43,A,1,045,10,4.09,127.32,20,18.3,13.15,9.5
430081,43,A,1,026,5,3.2,127.32,15,13.35,10.95,9.1
430082,43,A,1,045,0,4.3,127.32,10,10.05,8.45,4.4
430085,43,A,1,066,45,8.39,31.83,15,13.9,13.35,4.4
430086,43,A,1,024,30,10.19,14.14,30,29.6,24.85,10.3
430087,43,A,1,024,15,12.3,14.14,30,30.4,24.6,9.5
430088,43,A,1,024,133,12.1,14.14,25,25.45,24.25,6.5
430091,43,A,1,045,1,4.3,127.32,10,10.5,10.8,3.5
430093,43,A,1,068,8,2.5,127.32,10,9.5,7.7,3.7
430094,43,A,1,025,9,1.6,127.32,30,29.05,23,10
430096,43,A,1,025,63,11,14.14,40,41.95,37.35,9.89
430097,43,A,1,021,70,7.9,31.83,20,22.1,17.85,8.8
430100,43,A,1,024,30,6.9,31.83,15,16.1,13.15,4
430101,43,A,1,024,44,5.09,31.83,25,26.1,22.2,5.59
430103,43,A,1,045,226,1.2,127.32,10,9.9,7.8,3.79
430104,43,A,1,045,1,3.79,127.32,10,11.7,9.35,6.3
430106,43,A,1,045,1,6.69,31.83,15,13.95,13.25,6.69
430107,43,A,1,045,85,3.7,127.32,20,17.6,15.4,6.19
430108,43,A,1,025,52,4.5,127.32,40,38.75,33.15,10.5
430109,43,A,1,025,35,8.89,31.83,25,22.7,17.25,10.8
430110,43,A,1,024,25,5,31.83,40,37.55,33.75,8
430113,43,A,1,024,148,8.69,31.83,20,19.55,12.95,11
430114,43,A,1,024,12,2.7,127.32,10,11.05,8.2,6.5
430115,43,A,1,024,27,3.7,127.32,35,32.55,27.35,9.3
430116,43,A,1,024,6,14.89,14.14,25,24.5,23.15,8.1
430117,43,A,1,024,67,13.69,14.14,30,29.75,23.55,12
430119,43,A,1,045,1,3.59,127.32,10,10.65,9.35,4.69
430120,43,A,1,045,37,4.5,127.32,10,11.25,8.35,6.59
430121,43,A,1,024,1,15.3,5.09,45,45.4,35,13
430122,43,A,1,025,331,8.89,31.83,25,24.3,19.7,8.69
430124,43,A,1,045,134,3.5,127.32,10,12.05,9.15,5.5
430125,43,A,1,237,63,2,127.32,10,11.05,9.45,3.5
430127,43,A,1,021,102,8,31.83,50,49.4,41.45,14.19
430128,43,A,1,043,13,8,31.83,15,15.95,12.85,10
430129,43,A,1,045,4,2.2,127.32,10,10.85,10.4,4.5
430130,43,A,1,243,15,5,31.83,15,12.75,11.4,7.5
430131,43,A,1,045,0,4.4,127.32,15,13.1,12.1,6
430133,43,A,1,025,0,9,31.83,25,25.35,23.9,11.19
430134,43,A,1,045,2,2,127.32,10,12.45,12.1,6.5
430135,43,A,1,025,0,13.39,14.14,25,25.6,23.65,8.89
430136,43,A,1,025,12,7.19,31.83,30,29.95,23.95,12.8
430137,43,A,1,243,26,1.7,127.32,15,15.9,10.15,6.5
430139,43,A,1,025,2,4.9,127.32,15,12.6,9.75,4.5
430140,43,A,1,024,230,8.8,31.83,20,17.7,14.85,5
430141,43,A,1,024,98,9.3,31.83,30,28.75,17.9,8.8
430142,43,A,1,024,13,10.39,14.14,30,29.05,25.5,5.5
430143,43,A,1,025,40,8.89,31.83,25,24,21.2,8
430145,43,A,1,024,86,9.89,31.83,20,17.8,13.65,6
430146,43,A,1,024,1,13.69,14.14,30,31.25,27.45,9.6
430149,43,A,1,025,8,4.09,127.32,20,18.35,16.25,7.5
430152,43,A,1,024,14,8.69,31.83,20,20.45,15.9,8
430154,43,A,1,024,13,9.6,31.83,20,17.7,14.5,6.5
430155,43,A,1,024,324,15.39,5.09,35,36.15,33.7,9.5
430156,43,A,1,024,21,8.69,31.83,15,15,13.8,6
430157,43,A,1,024,12,2.7,127.32,25,22.75,20.35,8.5
430158,43,A,1,025,45,5.8,31.83,20,20.55,18.15,10.5
430161,43,A,1,025,7,10.5,14.14,30,30.5,26.15,15.5
430163,43,A,1,024,87,3.9,127.32,20,18.6,17.95,5
430167,43,A,1,024,15,3.7,127.32,30,30.75,25.25,8.5
430170,43,A,1,024,0,0.4,127.32,25,23.45,14.95,6.5
430171,43,A,1,025,26,8.8,31.83,20,19.8,14.55,9.39
430177,43,A,1,044,141,9.89,31.83,15,15.15,13.1,5
430178,43,A,1,024,1,14.1,14.14,30,30.1,25.8,15.5
430179,43,A,1,023,320,9.69,31.83,25,22.65,20.7,5.5
430180,43,A,1,024,145,2.09,127.32,15,15.8,15.8,2.79
430181,43,A,1,024,208,4.69,127.32,25,26.9,23.55,6
430182,43,A,1,024,2,5,31.83,25,27,19.25,11
430183,43,A,1,024,20,3.9,127.32,25,24.15,20.5,10.5
430184,43,A,1,024,150,9,31.83,20,18.65,14.75,6
430185,43,A,1,044,23,0.8,127.32,10,10.15,9.25,3.5
430186,43,A,1,024,44,2.2,127.32,15,14.9,9.75,4.5
430191,43,A,1,045,82,9.69,31.83,15,15.3,12.6,8.5
430192,43,A,1,024,48,7.19,31.83,20,17.6,15.85,3
430193,43,A,1,024,23,8.39,31.83,25,27.45,17.45,7.5
430194,43,A,1,025,15,8.8,31.83,25,27.3,21.6,14
430195,43,A,1,045,14,0.89,127.32,10,9.5,7.6,5.5
430196,43,A,1,024,17,4.59,127.32,15,16.8,8.5,5
430199,43,A,1,024,221,7,31.83,35,34,27.9,8.5
430200,43,A,1,024,200,3.79,127.32,25,24.2,18.45,6
430202,43,A,1,025,9,13.19,14.14,30,30.95,27.45,14.5
430203,43,A,1,045,42,9.89,31.83,15,15.7,13.75,5
430205,43,A,1,024,4,10,14.14,20,18.05,13.1,6
430206,43,A,1,024,8,11.1,14.14,15,16.15,12.55,11
430208,43,A,1,024,3,6.8,31.83,25,24.8,19.75,10
430209,43,A,1,024,24,3.9,127.32,25,25.95,15.6,10
430210,43,A,1,024,54,9.89,31.83,20,20.8,18.75,7.5
430211,43,A,1,025,57,3.4,127.32,15,16.75,13.35,7.5
430212,43,A,1,024,39,2.5,127.32,15,15.45,12.2,5.5
430216,43,A,1,024,140,1.7,127.32,35,32.85,28.3,10
430217,43,A,1,045,368,3.2,127.32,10,9.9,8.7,3.5
430218,43,A,1,024,5,6.69,31.83,20,21,16.1,9
430220,43,A,1,024,0,6.8,31.83,25,26.2,20.55,12.39
430221,43,A,1,024,10,10.1,14.14,25,27.15,26.1,8.5
430223,43,A,1,024,11,6.69,31.83,30,28.1,25.95,8.5
430228,43,A,1,024,310,4.19,127.32,20,18.8,10.7,7.5
430229,43,A,1,024,22,6.4,31.83,15,17.35,15,10
430230,43,A,1,024,48,3.29,127.32,20,17.8,11.9,10
430232,43,A,1,045,31,2.9,127.32,10,12.3,10.65,6
430233,43,A,1,243,167,4.09,127.32,15,13.3,12.05,4
430235,43,A,1,024,8,5.09,31.83,20,18,12.5,10
430236,43,A,1,024,57,2.9,127.32,25,25.4,18.75,11
430238,43,A,1,025,0,8.3,31.83,20,20.1,16.55,14.5
430239,43,A,1,024,20,6.9,31.83,20,17.75,14.95,10.5
430242,43,A,1,024,75,4.3,127.32,30,29.55,25.75,14
430243,43,A,1,024,0,5.09,31.83,25,24.9,23.3,6
430246,43,A,1,024,134,14.1,14.14,30,32.15,27.75,12
430247,43,A,1,024,12,10,14.14,25,26.35,20.95,9.5
430248,43,A,1,024,30,13,14.14,25,24.6,23.2,10
430250,43,A,1,045,106,10,14.14,20,18.4,17.3,7
430251,43,A,1,024,7,9.3,31.83,30,27.5,19.1,11
430254,43,A,1,024,285,13.89,14.14,35,34.75,29.25,11
430256,43,A,1,024,30,6.4,31.83,20,19.95,14.35,9.5
430257,43,A,1,024,151,10,14.14,20,19.15,13.65,7.5
430261,43,A,1,024,35,23.5,5.09,55,52.9,47.75,14.5
430262,43,A,1,024,16,12.3,14.14,30,29.95,28.3,9.5
430263,43,A,1,024,2,8.89,31.83,30,32,22,13
430266,43,A,1,024,25,1.39,127.32,10,11.7,8.3,9
430267,43,A,1,024,16,3.5,127.32,20,17.95,16.8,7.5
430268,43,A,1,024,5,1.1,127.32,10,9.05,8.1,7
430271,43,A,1,045,10,4.69,127.32,10,9.5,8.45,5.5
430272,43,A,1,024,70,1.39,127.32,20,20.5,16.8,8.39
430273,43,A,1,024,9,8.1,31.83,30,28.45,25.95,9
430274,43,A,1,024,1,9.89,31.83,25,25.6,19.95,11.5
430275,43,A,1,024,26,11.39,14.14,40,41.65,32.7,12.5
430276,43,A,1,024,0,5.3,31.83,15,14.05,9.65,4.5
430277,43,A,1,024,35,5.09,31.83,25,25.9,16.4,13
430280,43,A,1,024,67,8,31.83,25,24.8,17.65,8
430281,43,A,1,024,208,9.89,31.83,20,21.95,16.95,9.5
430282,43,A,1,024,11,2.9,127.32,10,11.4,9.55,6.5
430283,43,A,1,024,1,10,14.14,40,38.9,23.75,13.5
430284,43,A,1,024,1,5.19,31.83,15,15.8,11.55,7.5
430285,43,A,1,025,19,8.3,31.83,35,34.15,26.75,10
430286,43,A,1,024,216,8.3,31.83,15,13.7,12.95,7
430297,43,A,1,024,69,13.5,14.14,35,32.55,26.6,10
430298,43,A,1,024,40,6.5,31.83,25,26.8,22.3,8
430299,43,A,1,024,16,9.19,31.83,20,18.95,14.25,9
430300,43,A,1,024,17,6.09,31.83,25,24.35,18.25,7.5
430302,43,A,1,024,214,4,127.32,20,18.35,12.75,9
430303,43,A,1,024,16,7.3,31.83,15,16.95,12.85,6.5
430304,43,A,1,024,74,4,127.32,15,13.4,8.35,6.5
430307,43,A,1,024,166,7.5,31.83,15,15.4,13.65,7
430308,43,A,1,024,181,9.8,31.83,20,20,17.25,10.5
430312,43,A,1,024,30,3.2,127.32,25,24.6,21.15,6.5
430315,43,A,1,024,19,5.19,31.83,15,17.25,16.95,6
430317,43,A,1,024,258,8.1,31.83,20,22.35,18.8,10.5
430320,43,A,1,024,151,12.8,14.14,25,24.95,23.05,13
430321,43,A,1,066,115,5.5,31.83,25,26.5,30.2,4
430325,43,A,1,024,19,3.5,127.32,25,23.5,23.3,8
430326,43,A,1,024,9,7.69,31.83,15,14.2,14,5.5
430332,43,A,1,024,55,9,31.83,20,20.6,20.35,9
430333,43,A,1,024,20,4.4,127.32,15,13.45,10.95,5
430337,43,A,1,066,5,6.9,31.83,20,19.35,18.75,5
430340,43,A,1,024,285,10.1,14.14,15,17.15,14.9,4
430342,43,A,1,024,160,1.1,127.32,20,18.85,20.05,7.5
430343,43,A,1,024,12,9,31.83,20,20.1,17.35,7
430346,43,A,1,024,205,4.19,127.32,25,27.2,26.45,4.5
430349,43,A,1,024,140,6.69,31.83,20,19.5,17.55,7.5
430351,43,A,1,024,4,5.09,31.83,15,13.75,11.05,6
430356,43,A,1,024,68,5.8,31.83,20,19.4,17.7,9
430366,43,A,1,024,26,2,127.32,20,18.85,17.3,10.5
430368,43,A,1,066,130,9.6,31.83,30,27.7,26.65,6.5
430370,43,A,1,024,28,9.39,31.83,20,22.35,21.6,8.5
430381,43,A,1,024,10,9.89,31.83,15,13.95,12.65,7.5
430383,43,A,1,024,81,4.09,127.32,15,14.2,9,6
430388,43,A,1,024,367,9.69,31.83,15,14.25,13.05,6
430395,43,A,1,024,10,6.9,31.83,15,16.8,15.15,5.5
430410,43,A,1,024,7,5.5,31.83,20,18.25,17.6,8.5
430416,43,A,1,024,0,6.19,31.83,20,19.35,17.15,8.5
430418,43,A,1,024,64,7.09,31.83,20,21.8,18.65,7.5
430421,43,A,1,025,11,3.5,127.32,30,31.1,31,12.5
430424,43,A,1,024,67,2.79,127.32,20,18.85,16.25,6.5
430431,43,A,1,024,100,5.59,31.83,15,12.75,12.6,4.5
430432,43,A,1,024,68,2.7,127.32,15,13.4,10.2,4
430434,43,A,1,024,12,6.5,31.83,25,23.65,24.05,11
430436,43,A,1,024,219,7.69,31.83,15,16.35,13.9,5.5
430437,43,A,1,024,14,6.59,31.83,15,15.65,15.3,7.5
430438,43,A,1,024,6,9.89,31.83,15,15.2,14.5,5
430440,43,A,1,024,12,2,127.32,10,10.45,8.95,4
430442,43,A,1,024,10,4.9,127.32,15,16.15,14.05,6.5
430444,43,A,1,024,325,7.59,31.83,30,31.9,24.9,11.5
430445,43,A,1,045,40,5.09,31.83,10,12.45,12.1,5.5
430448,43,A,1,024,23,5.8,31.83,20,19.9,19.35,6
430449,43,A,1,024,299,9.8,31.83,15,16.5,14.4,6
430450,43,A,1,024,315,10.39,14.14,25,22.75,22.45,7
430452,43,A,1,024,44,9.3,31.83,20,18.55,16.4,8
430454,43,A,1,024,108,5,31.83,50,50.85,45.35,18
430457,43,A,1,024,327,9.8,31.83,20,21,17.85,7.5
430458,43,A,1,024,146,7.09,31.83,15,15.75,14.35,4
430459,43,A,1,024,123,7.3,31.83,25,23.4,19.85,7.5
430460,43,A,1,025,252,4.9,127.32,10,9.7,8,4.5
430462,43,A,1,045,12,8.69,31.83,20,19.8,17.75,6.5
430463,43,A,1,024,34,7.5,31.83,25,22.75,22.1,8
430465,43,A,1,024,43,8.3,31.83,15,13.55,12.95,7.5
430466,43,A,1,024,31,11.5,14.14,25,27.05,23,8.5
430468,43,A,1,024,29,7.19,31.83,25,25.15,23,10
430469,43,A,1,025,47,15.6,5.09,30,28.25,23.8,10
430472,43,A,1,024,15,9.69,31.83,15,16.25,13.35,5
430477,43,A,1,024,178,4.5,127.32,20,19.4,8.25,10
430479,43,A,1,024,42,6.19,31.83,45,45.55,42.05,14
430484,43,A,1,024,131,2.59,127.32,15,13.25,8.1,8
430488,43,A,1,024,124,9.8,31.83,20,21.45,19.35,9
430490,43,A,1,066,75,5.59,31.83,15,14.15,14.1,3
430493,43,A,1,024,110,4.69,127.32,15,15.05,10.95,5.5
430494,43,A,1,024,173,7.69,31.83,15,16.7,15.65,5.5
430497,43,A,1,024,30,9.6,31.83,20,17.6,15.8,8
430501,43,A,1,024,90,4.8,127.32,20,19.85,16.25,7.5
430503,43,A,1,024,310,3.59,127.32,15,14,9.05,6.5
430507,43,A,1,024,2,1.79,127.32,15,15.35,13.25,5
430510,43,A,1,045,102,13.5,14.14,30,28.15,27.2,8.5
430514,43,A,1,024,34,6.3,31.83,20,18.15,14.25,8
430515,43,A,1,024,99,9.1,31.83,20,19.2,13.9,8
430517,43,A,1,024,130,5,31.83,20,19.6,16.2,6
430518,43,A,1,024,33,9.19,31.83,20,17.9,14.25,6
430519,43,A,1,024,5,9.89,31.83,30,30.6,27.55,12.5
430521,43,A,1,024,24,3.29,127.32,15,14.75,12.2,4
430524,43,A,1,024,18,10.39,14.14,35,34.75,30.65,16.5
430526,43,A,1,024,308,15.5,5.09,30,28.95,23.45,8.5
430527,43,A,1,024,10,8.5,31.83,20,18.4,15.6,8.5
430528,43,A,1,066,390,2.2,127.32,15,16.6,16.5,3
430529,43,A,1,024,3,11.39,14.14,30,28.25,25.65,10
430530,43,A,1,024,9,5.59,31.83,20,21.8,16.85,9
430532,43,A,1,024,48,5.5,31.83,40,39.25,30.7,11
430533,43,A,1,024,105,4.09,127.32,10,8.35,7.6,4.3
430536,43,A,1,024,25,9.69,31.83,20,18.15,13.25,5.5
430538,43,A,1,024,239,4.4,127.32,20,18.5,13.7,9
430543,43,A,1,045,5,9.39,31.83,15,16.6,14.15,5.5
430545,43,A,1,024,203,10.69,14.14,25,24.15,17.25,9.5
430551,43,A,1,045,42,9.69,31.83,15,15.95,16.05,6
430553,43,A,1,045,17,3.7,127.32,10,9.05,8.7,5.5
430554,43,A,1,024,29,7,31.83,45,44.85,33.7,14.5
430555,43,A,1,045,246,10.1,14.14,20,22.3,22.55,6.5
430556,43,A,1,045,4,3.7,127.32,15,16.4,15.9,6
430557,43,A,1,024,20,7.59,31.83,30,32.1,25.7,7
430559,43,A,1,024,136,6.69,31.83,25,26.3,21.95,7.5
430560,43,A,1,045,298,4.69,127.32,15,12.55,8.15,5.5
430561,43,A,1,045,280,5.8,31.83,15,15.4,14.75,5
430562,43,A,1,045,142,3.59,127.32,15,13.9,11.4,5.5
430563,43,A,1,021,211,10.1,14.14,60,59.35,51.15,15
430566,43,A,1,045,14,4.09,127.32,15,12.7,10.45,4.5
430567,43,A,1,045,33,5,31.83,10,10.9,8.05,4.5
430569,43,A,1,021,255,11.19,14.14,35,32.7,25.7,12.1
430570,43,A,1,021,2,9.1,31.83,30,31.55,25,11
430572,43,A,1,021,47,27.39,5.09,55,53.8,45.85,14.5
430573,43,A,1,021,43,9.69,31.83,30,31.8,14.7,7
430574,43,A,1,021,384,7.09,31.83,35,34.35,23.15,7.5
430575,43,A,1,243,182,7.69,31.83,15,16.7,13.9,5.5
430576,43,A,1,045,62,3.9,127.32,15,15.5,10.75,6.5
430577,43,A,1,021,7,12.8,14.14,35,34,31.75,12
430578,43,A,1,025,90,10.39,14.14,30,28.55,22.45,9.5
430579,43,A,1,025,86,3.7,127.32,10,12.45,7.65,5
430580,43,A,1,025,5,9.6,31.83,25,25.1,20,10.5
430581,43,A,1,025,160,13.5,14.14,35,33.45,25.1,9.5
430584,43,A,1,024,15,10.1,14.14,30,29.95,24.2,7.5
430586,43,A,1,045,72,4.4,127.32,15,17,10.4,5.5
430587,43,A,1,045,353,2.9,127.32,15,15.6,12.1,4.5
430590,43,A,1,043,0,4.9,127.32,35,34.2,29.05,12.89
430591,43,A,1,021,33,5.8,31.83,40,39.7,28.9,16
430592,43,A,1,045,69,6.59,31.83,20,19.1,15.9,6
430595,43,A,1,237,57,10,14.14,20,18.65,16.95,6.5
430596,43,A,1,045,10,0.89,127.32,15,13.4,11.65,6
430597,43,A,1,025,8,10.6,14.14,45,42.8,38.15,15
430598,43,A,1,044,3,3.59,127.32,15,16.5,13.45,7
430599,43,A,1,024,125,6.4,31.83,25,26.05,16.45,7.5
430604,43,A,1,025,17,9,31.83,20,18.5,15.1,9.39
430608,43,A,1,021,3,5.59,31.83,25,27.15,22.65,10
430610,43,A,1,045,2,5.59,31.83,20,20.95,16.85,8
430611,43,A,1,045,66,4,127.32,15,15.45,7.85,4.5
430613,43,A,1,021,60,4.09,127.32,10,11.75,9.15,6
430614,43,A,1,045,197,4.3,127.32,10,9.45,7.55,4.5
430616,43,A,1,045,6,3.79,127.32,10,10.2,8.95,4
430617,43,A,1,045,35,1.79,127.32,15,12.65,10.85,4.5
430620,43,A,1,045,119,8.6,31.83,15,13.8,12.55,6.69
430621,43,A,1,045,130,2.7,127.32,10,9.75,7.7,4.69
430622,43,A,1,025,69,13.39,14.14,30,29.25,25.55,11.1
430623,43,A,1,044,59,8.3,31.83,30,31.45,29.05,8.6
430624,43,A,1,025,35,9.19,31.83,15,16.75,13.1,6.8
430625,43,A,1,045,31,4.19,127.32,15,13.3,11.7,3.29
430626,43,A,1,014,57,11.8,14.14,25,23.4,22.7,7.4
430628,43,A,1,021,165,12.8,14.14,25,27.45,22.55,9.5
430629,43,A,1,045,23,5.69,31.83,20,18.6,16.35,4.69
430630,43,A,1,044,71,2.5,127.32,20,20.9,19.4,10.3
430631,43,A,1,021,17,0.4,127.32,15,15.65,14,10.69
430632,43,A,1,024,3,3.5,127.32,20,22.4,20.65,11.3
430635,43,A,1,044,2,4.59,127.32,15,14.25,12.95,6
430638,43,A,1,476,13,0.5,127.32,15,13.65,11.65,7
430641,43,A,1,045,17,2.7,127.32,10,11.8,9.25,5.19
430642,43,A,1,021,23,9.69,31.83,25,25.5,22.45,9.69
430643,43,A,1,024,55,10.5,14.14,30,28.55,19.6,6.69
430644,43,A,1,024,32,2.7,127.32,25,24.4,18.25,6.5
430645,43,A,1,045,4,9.19,31.83,20,18.2,15.9,8.8
430646,43,A,1,021,10,4.5,127.32,15,15.4,11.45,7.4
430647,43,A,1,021,135,5.8,31.83,25,25.95,20.35,7.9
430649,43,A,1,045,3,1,127.32,20,19.3,15.35,8.1
430650,43,A,1,021,55,5.5,31.83,30,30.05,26.25,10.69
430651,43,A,1,021,65,9,31.83,20,21.15,18.7,7.8
430652,43,A,1,021,63,3.29,127.32,10,10.7,8.35,7.5
430653,43,A,1,045,25,4.4,127.32,10,9.9,8,5.4
430655,43,A,1,045,3,8.6,31.83,15,16,14.4,9.1
430656,43,A,1,045,33,5.69,31.83,15,16.8,13.55,7.8
430657,43,A,1,045,143,1,127.32,15,13.1,11.25,5.5
430658,43,A,1,025,3,10.1,14.14,35,32.7,28.35,9.89
430659,43,A,1,045,37,2.4,127.32,10,8.95,8.1,4.4
430660,43,A,1,021,186,9,31.83,20,18.75,15.2,12.89
430663,43,A,1,021,178,5.4,31.83,30,28.2,23.4,9.5
430665,43,A,1,024,11,9,31.83,30,29.9,20.35,8.8
430667,43,A,1,024,222,4.8,127.32,40,37.9,30.45,7.8
430669,43,A,1,024,6,2.79,127.32,20,21.6,15.8,11.1
430670,43,A,1,024,20,9.6,31.83,20,21.45,16.35,10.3
430672,43,A,1,024,47,11,14.14,30,31.35,25.6,5.8
430674,43,A,1,024,45,9.5,31.83,30,29.25,21.05,6.8
430676,43,A,1,021,44,4.69,127.32,10,11.9,8.25,4.69
430677,43,A,1,021,9,8.3,31.83,25,25,22.85,12
430679,43,A,1,021,10,4,127.32,20,20.3,15.8,10.89
430681,43,A,1,021,47,14.1,14.14,25,26,22.95,9.1
430683,43,A,1,021,31,5.19,31.83,10,10.5,8,7.69
430685,43,A,1,045,2,3.5,127.32,15,12.7,10.05,6.69
430686,43,A,1,044,192,9.89,31.83,30,29.55,25.8,10.5
430687,43,A,1,255,62,7,31.83,20,18.8,16.9,10.19
430692,43,A,1,024,45,6.5,31.83,20,22.05,16.35,9.5
430693,43,A,1,024,33,9.5,31.83,40,38.15,34.15,10.1
430694,43,A,1,025,88,1.7,127.32,25,22.95,20.05,8.1
430696,43,A,1,021,4,5.09,31.83,20,21.45,19.05,9.1
430697,43,A,1,021,336,2.5,127.32,25,25.85,18.55,8.69
430698,43,A,1,021,31,13,14.14,45,44.4,39.4,14.39
430699,43,A,1,021,101,8.69,31.83,25,23,17.5,9.1
430700,43,A,1,021,7,4.4,127.32,30,28.05,20.65,11
430701,43,A,1,045,24,4.8,127.32,20,18.9,16.05,7.09
430702,43,A,1,044,7,2.9,127.32,10,8.55,7.95,4.19
430703,43,A,1,024,5,9.89,31.83,25,24.95,14.65,8.69
430709,43,A,1,025,144,9.8,31.83,25,23,18.5,6.19
430710,43,A,1,021,15,6.3,31.83,20,20.7,17.9,7.5
430711,43,A,1,021,41,4.5,127.32,15,15.95,11.4,6.9
430712,43,A,1,021,17,9.5,31.83,15,16.35,13.35,4.9
430713,43,A,1,045,318,3.29,127.32,10,10.2,7.95,3.7
430714,43,A,1,021,17,8.19,31.83,30,29.1,24.9,12.8
430716,43,A,1,021,98,4.59,127.32,10,12.25,9.65,4.4
430717,43,A,1,044,80,6.09,31.83,15,15.75,12.75,9.3
430719,43,A,1,021,9,15.5,5.09,30,28.5,23.95,12.69
430723,43,A,1,045,7,4.59,127.32,15,13.85,11.15,5.09
430725,43,A,1,021,43,8.1,31.83,25,24.5,20.4,5.3
430726,43,A,1,021,9,6,31.83,20,20.85,17.35,7.9
430727,43,A,1,021,80,9.39,31.83,15,15.25,12.5,6.59
430729,43,A,1,024,49,8.69,31.83,35,36.1,32.75,11.39
430730,43,A,1,044,44,3.2,127.32,10,8.4,7.75,5.3
430731,43,A,1,025,14,1.5,127.32,20,19.5,13.45,7
430735,43,A,1,045,324,5.8,31.83,15,15.05,13.6,4.69
430736,43,A,1,024,131,2.29,127.32,60,58.7,47.4,21
430738,43,A,1,025,7,8.1,31.83,30,28.25,26.3,9.1
430739,43,A,1,024,15,3.2,127.32,30,29.35,27.8,6
430742,43,A,1,021,30,3.2,127.32,15,14.45,14.25,6.19
430743,43,A,1,024,2,7.8,31.83,20,21.45,19.6,5.8
430745,43,A,1,024,14,8.3,31.83,35,37.25,26.6,12.39
430746,43,A,1,025,44,15.5,5.09,25,24.2,22.9,11.5
430748,43,A,1,024,58,2.09,127.32,15,13.35,8.85,8.5
