Codi,Provincia,Cla,Subclase,Especie,Rumbo,Dist,Fac,CD,DiamIf3,DiamIf2,HeiIf3
431033,43,A,1,024,338,9.5,31.83,20,21.85,14.35,7
431035,43,A,1,024,143,4.4,127.32,20,21.05,17.35,8
431036,43,A,1,024,20,4.5,127.32,20,21.45,18.5,8.5
431037,43,A,1,024,385,4.3,127.32,25,24.65,21.85,7.5
431038,43,A,1,024,180,5.8,31.83,25,25.5,22.1,7.5
431040,43,A,1,024,15,7.3,31.83,15,14.85,13.75,6.5
431043,43,A,1,024,43,10.89,14.14,35,37.05,33.85,8.5
431045,43,A,1,045,349,3.4,127.32,15,14.8,14.5,4.5
431046,43,A,1,024,15,9.8,31.83,20,18.15,17.75,10
431047,43,A,1,024,65,4.8,127.32,30,27.9,24.75,13
431050,43,A,1,024,146,8.8,31.83,15,14.65,13,6
431051,43,A,1,024,130,2.09,127.32,20,19.15,16.45,7
431052,43,A,1,024,219,2.2,127.32,20,21.7,17.85,9.5
431053,43,A,1,024,110,2.4,127.32,15,16.35,10.7,7.5
431054,43,A,1,024,15,4.5,127.32,20,22.4,19.65,8
431059,43,A,1,066,273,11,14.14,15,14.25,13.05,4.5
431060,43,A,1,024,67,3.2,127.32,10,11.75,7.8,6
431061,43,A,1,024,75,2.9,127.32,10,12.45,8.9,4.5
431063,43,A,1,024,298,7.4,31.83,20,19.3,15.2,9.5
431067,43,A,1,024,247,6.59,31.83,40,38.4,37.05,10.3
431068,43,A,1,024,30,9.1,31.83,25,23.45,23.3,7.5
431070,43,A,1,024,187,14.3,14.14,25,27.3,23.35,8.5
431074,43,A,1,024,262,10.19,14.14,20,20.8,14.4,9
431075,43,A,1,024,37,6.09,31.83,15,14.85,12.65,5.5
431077,43,A,1,024,37,2,127.32,15,12.8,8.05,7
431078,43,A,1,024,108,2.59,127.32,30,30.5,19.45,10
431081,43,A,1,024,128,12,14.14,35,34,30.5,7
431082,43,A,1,024,190,8.5,31.83,35,32.5,26.45,8.5
431084,43,A,1,024,170,14.69,14.14,35,33.45,28.95,7
431086,43,A,1,024,82,5.8,31.83,15,16.25,12.05,9
431090,43,A,1,024,34,4.59,127.32,30,28.55,25.35,11
431092,43,A,1,045,94,9.6,31.83,15,15,13.2,6
431094,43,A,1,024,34,8.6,31.83,20,20.8,19.4,6
431095,43,A,1,024,34,9.5,31.83,15,15.95,13.7,7
431096,43,A,1,024,84,8.3,31.83,15,15.7,12.7,8.5
431102,43,A,1,045,59,2.9,127.32,20,17.6,11.2,4.5
431107,43,A,1,024,104,6.3,31.83,20,21.45,18.8,8
431108,43,A,1,024,72,9.1,31.83,20,19.35,19.2,7
431109,43,A,1,024,13,9.8,31.83,20,22.15,18.35,8
431110,43,A,1,045,14,3.2,127.32,10,10.85,9.35,3.5
431115,43,A,1,024,59,4.8,127.32,25,25.65,16.55,12
431126,43,A,1,026,74,4,127.32,35,36.05,26.95,9.3
431130,43,A,1,024,45,11,14.14,40,41.85,34.15,14.69
431132,43,A,1,024,112,4,127.32,30,28.15,20.25,7.8
431133,43,A,1,024,110,15.8,5.09,25,25.5,24.3,11.69
431134,43,A,1,024,98,10.39,14.14,40,39,32.6,14.8
431140,43,A,1,045,15,2.7,127.32,15,13,9.85,7.19
431143,43,A,1,024,145,2.59,127.32,10,10.9,9.8,5.69
431145,43,A,1,024,80,15.3,5.09,40,37.85,25.9,10.69
431146,43,A,1,025,35,4.8,127.32,20,19.7,15.3,10.69
431148,43,A,1,024,70,8.89,31.83,30,29.4,25.15,6.59
431149,43,A,1,024,101,6.5,31.83,25,24.1,19.15,8.39
431150,43,A,1,045,37,9.5,31.83,20,17.55,16.8,9.39
431153,43,A,1,045,10,7.69,31.83,20,22.1,20,8.1
431157,43,A,1,025,243,7.69,31.83,30,27.95,22.5,8.3
431162,43,A,1,024,81,4.5,127.32,20,19.9,15.55,4.8
431163,43,A,1,024,161,8,31.83,20,19.7,15.95,7.09
431168,43,A,1,024,15,8.8,31.83,25,23.4,14.3,11.39
431169,43,A,1,024,23,4.69,127.32,20,20.55,14.2,9.3
431171,43,A,1,024,229,6.69,31.83,30,28.45,24.05,10.8
431173,43,A,1,024,35,7,31.83,25,23.6,22.6,8.69
431174,43,A,1,024,318,7.4,31.83,20,18.2,15.1,8.5
431178,43,A,1,024,21,7.19,31.83,30,29,21.35,11.3
431182,43,A,1,024,80,6.5,31.83,20,21.3,15.3,8.5
431193,43,A,1,024,23,11.69,14.14,30,32.35,29.85,10
431194,43,A,1,024,21,5.09,31.83,15,15.05,12.9,7.5
431196,43,A,1,024,42,8.69,31.83,20,20.85,18.35,5
431198,43,A,1,024,146,2.9,127.32,30,27.5,23.5,9.5
431200,43,A,1,024,59,6.9,31.83,30,29.45,23.9,10
431207,43,A,1,024,46,5.8,31.83,15,17.45,14.85,6
431211,43,A,1,024,219,6.69,31.83,25,22.85,15.65,9.5
431215,43,A,1,024,42,9.39,31.83,20,20,19.5,6.4
431217,43,A,1,024,136,7.9,31.83,25,25.6,20.75,7.5
431218,43,A,1,024,161,5,31.83,20,19.8,17.25,7
431220,43,A,1,024,62,10,14.14,25,26.75,19.55,12
431221,43,A,1,024,122,4.4,127.32,15,15.65,12.05,9.5
431222,43,A,1,024,345,14.3,14.14,30,27.55,24.9,8.5
431223,43,A,1,024,76,2.2,127.32,20,19.75,15.55,8
431224,43,A,1,024,292,10.3,14.14,25,25.6,22.05,12.5
431236,43,A,1,024,52,9.1,31.83,25,26.6,23.8,9.5
431237,43,A,1,024,323,11.19,14.14,20,21,17.9,6.59
431239,43,A,1,024,109,14.39,14.14,35,35.4,23.7,13.5
431243,43,A,1,024,259,8.39,31.83,25,27.2,20.7,8
431244,43,A,1,024,19,13.6,14.14,30,28.75,25.95,13.5
431245,43,A,1,024,23,14.6,14.14,25,26.9,25.25,10
431247,43,A,1,045,67,3.09,127.32,10,10.8,8.45,4.5
431251,43,A,1,024,79,9.39,31.83,30,29.65,17.7,14
431252,43,A,1,024,154,3.09,127.32,15,16.55,7.5,8.5
431253,43,A,1,024,173,5.4,31.83,20,20.05,17.85,8.5
431255,43,A,1,024,21,6.9,31.83,25,22.9,19.85,7.5
431256,43,A,1,024,10,2.5,127.32,20,20.15,17.7,9
431257,43,A,1,024,86,15.6,5.09,35,37.45,33.35,12.89
431258,43,A,1,024,66,10,14.14,35,35.1,31.75,11
431259,43,A,1,024,249,9.39,31.83,25,25.3,17.35,9.8
431260,43,A,1,024,132,4.3,127.32,15,12.85,9.9,5
431261,43,A,1,044,81,10.1,14.14,20,21.4,19.3,9
431263,43,A,1,025,81,10.8,14.14,50,47.85,44.15,9.5
431264,43,A,1,024,34,13.6,14.14,25,24.6,23.15,8.5
431266,43,A,1,024,120,14,14.14,25,25.15,24.2,8
431268,43,A,1,025,291,19.29,5.09,55,52.8,51.6,12.5
431269,43,A,1,024,100,13.8,14.14,45,45.9,42.95,13
431273,43,A,1,025,10,11.5,14.14,35,33.1,30.2,13.5
431276,43,A,1,024,28,1.6,127.32,20,18.25,17.25,13
431278,43,A,1,045,52,6,31.83,20,20.25,20.15,6
431279,43,A,1,024,84,5.69,31.83,20,21.65,16.65,7.5
431280,43,A,1,024,31,10.69,14.14,25,25.75,21.6,8
431281,43,A,1,045,77,3.09,127.32,15,15.9,15,4
431282,43,A,1,025,45,7.19,31.83,20,18,16.1,5.5
431284,43,A,1,024,63,6.09,31.83,15,15.8,14.25,7
431286,43,A,1,024,124,6.3,31.83,15,13.25,13.25,5
431287,43,A,1,024,130,7.9,31.83,60,61.1,58.4,17.5
431289,43,A,1,045,37,4,127.32,20,20.5,19.25,6
431290,43,A,1,025,65,7.59,31.83,20,17.75,13.4,9
431291,43,A,1,025,55,6.09,31.83,35,33.15,32.2,8
431294,43,A,1,024,101,1.5,127.32,15,12.9,9.65,5.8
431295,43,A,1,024,52,15.19,5.09,25,26.65,23,10.5
431296,43,A,1,024,207,14,14.14,30,28.5,22.9,8.5
431297,43,A,1,045,260,6.8,31.83,15,15.5,13.4,5
431299,43,A,1,024,88,5.4,31.83,35,37.15,36.7,8.5
431300,43,A,1,024,11,4.5,127.32,25,23.25,19.4,7
431303,43,A,1,024,73,15.1,5.09,35,34.3,30.1,12
431304,43,A,1,024,40,14.69,14.14,30,28.5,27.95,8
431305,43,A,1,045,8,4,127.32,15,17.45,16.6,5.59
431306,43,A,1,025,29,9,31.83,30,28.4,26,11.5
431307,43,A,1,025,8,10.8,14.14,15,14.85,13.65,5
431308,43,A,1,025,43,9.5,31.83,20,18.75,13.15,10
431311,43,A,1,025,145,10.1,14.14,25,25.4,22.65,11.3
431312,43,A,1,024,171,13.1,14.14,25,26.1,22.85,7.5
431313,43,A,1,025,38,3.5,127.32,20,21.25,15.4,8.5
431314,43,A,1,025,45,11.19,14.14,25,26.8,23.4,9.5
431315,43,A,1,045,42,3.7,127.32,10,10.45,7.5,6
431316,43,A,1,045,281,4.3,127.32,10,9.2,7.6,5
431317,43,A,1,025,41,14.8,14.14,25,26.85,22.55,10
431318,43,A,1,025,5,9.3,31.83,25,23.25,19.5,14.5
431319,43,A,1,025,148,12.5,14.14,35,35.65,33.55,12
431320,43,A,1,025,18,6.59,31.83,50,49.65,48.45,16
431321,43,A,1,025,113,30.1,5.09,60,57.9,53.45,21
431322,43,A,1,045,250,4.59,127.32,10,11.15,7.85,6.5
431326,43,A,1,025,17,7.9,31.83,15,15.5,13.3,6.5
431328,43,A,1,021,77,13.69,14.14,40,38.25,35.9,17
431330,43,A,1,024,11,5,31.83,15,16.2,13.95,7
431331,43,A,1,025,86,10.3,14.14,30,29.4,28.2,8.5
431332,43,A,1,045,122,16.7,5.09,30,28.9,27.65,8.5
431333,43,A,1,021,31,13.69,14.14,30,32.25,30.25,13.5
431334,43,A,1,025,92,13.1,14.14,40,40.8,35.75,9.5
431336,43,A,1,025,39,10.1,14.14,25,27.45,21.55,12
431337,43,A,1,025,73,7.69,31.83,25,26.7,25.8,12.5
431338,43,A,1,025,388,5.09,31.83,35,35.15,32.4,9
431339,43,A,1,025,72,3.9,127.32,15,16,13.05,6
431340,43,A,1,045,78,8.6,31.83,15,15.05,13.1,6
431342,43,A,1,021,30,3.59,127.32,25,23.8,17.6,12.5
431343,43,A,1,025,55,6.8,31.83,20,17.7,15.4,10.5
431344,43,A,1,025,66,13.8,14.14,25,26.45,23.55,8
431346,43,A,1,024,36,9.89,31.83,20,17.85,17,11
431347,43,A,1,024,27,9.89,31.83,20,19.45,17.75,8.5
431349,43,A,1,024,99,3.9,127.32,25,26.25,21.8,8.5
431350,43,A,1,024,17,3.09,127.32,10,11.2,9.1,6
431351,43,A,1,024,142,9.5,31.83,15,15.85,12.7,6.5
431357,43,A,1,024,64,9.1,31.83,20,20.25,17.45,7
431360,43,A,1,024,200,14.69,14.14,30,28.15,24.95,9.5
431361,43,A,1,024,304,2.5,127.32,15,14.4,10.35,7.5
431363,43,A,1,024,154,2.29,127.32,30,31.6,15.65,11.5
431364,43,A,1,024,160,9.69,31.83,55,53.25,46.05,14
431365,43,A,1,024,72,4.69,127.32,30,29.65,23.65,11
431370,43,A,1,045,32,8.69,31.83,15,14.55,13.95,7.5
431371,43,A,1,045,47,4.19,127.32,10,12.45,12.4,3
431376,43,A,1,024,124,4.3,127.32,20,20.1,16.5,6
431377,43,A,1,045,16,4.19,127.32,15,12.75,12.3,8
431382,43,A,1,024,54,9.3,31.83,20,19.3,16,8.5
431383,43,A,1,024,191,6.3,31.83,25,23.8,20.65,5
431385,43,A,1,024,105,9.8,31.83,20,18.1,13.95,6
431386,43,A,1,024,162,6.8,31.83,30,28.5,23.45,15
431389,43,A,1,024,12,12.8,14.14,25,24,22.9,11
431395,43,A,1,024,58,10.6,14.14,30,27.85,22.75,11
431400,43,A,1,024,202,7.69,31.83,20,20.85,14.7,6
431404,43,A,1,024,351,9.89,31.83,20,22.05,16.6,9.5
431405,43,A,1,024,249,5.9,31.83,40,37.95,34.3,7.5
431407,43,A,1,025,35,8.5,31.83,25,24.25,21.5,8
431408,43,A,1,025,306,3.59,127.32,15,17.45,15.85,6
431409,43,A,1,021,7,3.29,127.32,10,8.4,8.3,5
431410,43,A,1,025,201,15.19,5.09,30,27.65,24.4,6.5
431412,43,A,1,025,50,1.79,127.32,30,27.85,22.2,10.5
431413,43,A,1,025,42,5.69,31.83,45,44.35,38.4,17.5
431414,43,A,1,021,41,5,31.83,25,23.55,18.85,14
431416,43,A,1,021,34,6.5,31.83,15,16.4,14.15,9
431418,43,A,1,021,41,6.8,31.83,25,25.65,21.75,14
431419,43,A,1,025,38,2.5,127.32,15,16.25,13.2,7
431420,43,A,1,025,47,8.1,31.83,45,45.35,43.2,13
431421,43,A,1,021,20,6,31.83,20,21.2,15.45,10.5
431422,43,A,1,045,31,4.4,127.32,20,20.35,18,8
431423,43,A,1,025,27,10.89,14.14,35,33.45,31.75,12
431424,43,A,1,025,26,14.89,14.14,25,22.7,22.6,12
431425,43,A,1,025,269,14.1,14.14,25,27.35,26.85,7
431426,43,A,1,025,27,3.5,127.32,10,9.1,8.2,4.5
431428,43,A,1,025,6,13.5,14.14,30,29.15,23.25,13.5
431429,43,A,1,025,4,9.89,31.83,20,21.9,18.1,12
431430,43,A,1,025,345,6.69,31.83,25,24.05,23.8,6.5
431431,43,A,1,025,15,15.39,5.09,45,44.5,43.3,14.5
431434,43,A,1,025,14,9.89,31.83,15,16.6,13.6,9.5
431435,43,A,1,025,112,7.3,31.83,15,15,14.95,5.5
431437,43,A,1,025,11,7.8,31.83,15,14.15,13.15,8.5
431438,43,A,1,025,20,15.5,5.09,30,31.7,29.45,11.5
431439,43,A,1,025,46,7,31.83,30,30.05,26.2,17
431440,43,A,1,021,38,9,31.83,25,23.55,20.2,11
431441,43,A,1,025,29,15.3,5.09,30,28.85,25.65,10
431442,43,A,1,025,18,6.9,31.83,20,21.25,21.25,7.5
431443,43,A,1,025,21,11.39,14.14,30,27.9,25.5,9
431444,43,A,1,025,36,4.8,127.32,30,32.25,27.1,19
431445,43,A,1,045,48,3.5,127.32,10,11.8,9.3,4.5
431446,43,A,1,021,11,8.6,31.83,20,18.15,16.35,17
431447,43,A,1,025,1,11.39,14.14,25,27.15,25.3,12
431448,43,A,1,025,37,6.8,31.83,30,28.45,25.3,13
431449,43,A,1,025,228,13.19,14.14,40,39.15,34.9,12.5
431452,43,A,1,025,22,2.5,127.32,30,27.9,23.25,19
431453,43,A,1,021,87,5.5,31.83,25,23,19.85,10.5
431454,43,A,1,045,169,5,31.83,10,8.5,7.65,4
431456,43,A,1,025,149,23.1,5.09,55,54.15,45.85,16.5
431457,43,A,1,045,105,6,31.83,15,15.35,13,6.5
431459,43,A,1,044,65,22.29,5.09,65,66.8,63.7,13
431460,43,A,1,476,13,18,5.09,25,26.3,24.25,10.5
431461,43,A,1,215,49,3.29,127.32,10,11.4,10.5,6
431462,43,A,1,021,70,4.9,127.32,20,21.25,17.35,12
431463,43,A,1,021,75,8.6,31.83,20,22.05,17.45,7.5
431464,43,A,1,045,98,8.69,31.83,30,30.25,24.85,7
431465,43,A,1,045,260,4.4,127.32,15,15.95,13.15,6
431466,43,A,1,025,135,14.39,14.14,35,33.55,32.75,11
431467,43,A,1,025,23,3.09,127.32,25,22.9,21.3,9
431468,43,A,1,025,25,22.39,5.09,55,56.1,52.35,22
431469,43,A,1,025,25,2.09,127.32,30,28.3,25.4,12.5
431470,43,A,1,021,27,4.8,127.32,15,13.45,9.9,5.5
431471,43,A,1,021,46,4.3,127.32,35,36.95,34.55,16
431473,43,A,1,025,118,3.79,127.32,40,37.85,34.3,16
431474,43,A,1,071,36,13.8,14.14,30,30.7,27.85,13
431477,43,A,1,025,13,4.5,127.32,20,20.25,16.45,10
431478,43,A,1,025,231,6.5,31.83,20,18.1,13.05,4.5
431479,43,A,1,021,27,12.39,14.14,40,37.95,36.65,10.5
431480,43,A,1,025,47,8.39,31.83,40,40.9,39.65,14.5
431482,43,A,1,021,15,7,31.83,20,21.75,20.45,11
431483,43,A,1,021,1,8.6,31.83,20,18.35,17.2,5.5
431484,43,A,1,045,3,2,127.32,15,13.6,13.05,5.5
431485,43,A,1,025,25,10.6,14.14,50,49.95,49.1,11
431486,43,A,1,021,21,2.59,127.32,30,29,27.85,10.5
431487,43,A,1,025,212,2.7,127.32,25,27.25,26.55,7
431488,43,A,1,025,255,8.69,31.83,20,19.35,14.6,5.5
431489,43,A,1,021,2,3.9,127.32,15,12.9,12,5.5
431490,43,A,1,021,21,10.89,14.14,25,25,22.55,13.5
431491,43,A,1,021,31,11.6,14.14,50,51.5,49.35,15.5
431492,43,A,1,025,110,6.19,31.83,25,24.85,22.45,14
431493,43,A,1,025,48,10.19,14.14,15,16.45,14.25,7.5
431494,43,A,1,025,48,3.4,127.32,25,25.45,18.55,7
431496,43,A,1,025,126,8,31.83,30,27.85,24.5,11.8
431497,43,A,1,025,101,25,5.09,45,45.85,44.1,8.5
431498,43,A,1,025,65,13.89,14.14,40,39,32.7,10
431499,43,A,1,025,160,2.7,127.32,10,10.7,7.7,4
431500,43,A,1,025,110,2.9,127.32,30,31.7,30.8,8.5
431503,43,A,1,024,88,3.29,127.32,20,21.35,14.85,7.5
431504,43,A,1,025,50,21.29,5.09,50,48.5,47.55,14
431505,43,A,1,025,7,15.3,5.09,25,24.75,22.9,5
431506,43,A,1,025,63,7.59,31.83,30,29.35,24.45,11.5
431509,43,A,1,045,7,10.3,14.14,15,16.25,15.65,4.5
431510,43,A,1,045,92,4.3,127.32,15,14.4,11.5,7
431511,43,A,1,024,12,5.59,31.83,25,26.35,23.35,10
431517,43,A,1,024,35,6.8,31.83,15,15.1,12.65,9
431519,43,A,1,045,212,5.09,31.83,15,15.7,14,5
431521,43,A,1,045,340,15.1,5.09,35,33.1,29.85,9.5
430002,43,A,1,051,75,24.29,5.09,60,60.45,58,33
430003,43,A,1,024,41,8.69,31.83,25,24.15,18.8,10
430006,43,A,1,025,57,6.3,31.83,15,16.4,14.45,8.5
430007,43,A,1,024,30,12.19,14.14,35,32.65,28.65,12.5
430009,43,A,1,024,54,8.3,31.83,20,21.7,20.75,11
430010,43,A,1,044,128,3.4,127.32,15,17.05,16.4,6
430011,43,A,1,044,27,7.8,31.83,15,17.4,14.45,8
430013,43,A,1,025,223,6.3,31.83,25,22.65,19.3,9.5
430014,43,A,1,025,28,4,127.32,10,11.25,9.25,5
430015,43,A,1,024,112,9.3,31.83,25,23.25,18.35,10.5
430016,43,A,1,044,51,2.29,127.32,10,9.95,9.4,5.5
430018,43,A,1,025,272,4,127.32,20,20.05,17.25,8.5
430023,43,A,1,044,55,8.6,31.83,15,13.95,13,7.5
430024,43,A,1,021,160,4.4,127.32,30,28.05,23.4,9.5
430025,43,A,1,024,103,9.8,31.83,30,30.7,22.5,10.5
430026,43,A,1,044,89,5,31.83,15,15.25,11.25,7
430027,43,A,1,024,135,4.5,127.32,30,31.6,26.05,10
430028,43,A,1,044,203,9.89,31.83,40,40.2,38.05,13
430029,43,A,1,024,92,9.39,31.83,25,25.8,21.35,7.5
430030,43,A,1,024,52,5.19,31.83,30,31.6,27.55,6.5
430031,43,A,1,025,122,13.8,14.14,25,27.25,23.35,14.5
430035,43,A,1,025,147,4.5,127.32,15,15.8,12,6.5
430040,43,A,1,024,120,5.3,31.83,20,17.7,11.65,8.5
430041,43,A,1,025,143,14.19,14.14,25,26.25,23.1,8
430043,43,A,1,044,51,3.7,127.32,10,11.15,10.35,8
430045,43,A,1,024,180,4.69,127.32,30,28.6,21.85,12.39
430046,43,A,1,024,180,5,31.83,25,25.8,19.95,5.9
430047,43,A,1,024,253,11,14.14,15,14.4,13.55,4.5
430049,43,A,1,024,34,7.19,31.83,25,25.5,22.45,12.69
430052,43,A,1,024,234,11.69,14.14,25,26.95,22.65,8.8
430053,43,A,1,024,63,6.69,31.83,35,36.2,31.95,10.89
430055,43,A,1,024,124,1.6,127.32,15,13.5,7.5,6
430056,43,A,1,024,101,2.5,127.32,20,19.8,11.95,8.19
430057,43,A,1,024,212,5.5,31.83,30,28.7,19.65,10.89
430058,43,A,1,024,150,2.2,127.32,15,16,9.7,7
430059,43,A,1,024,24,6.4,31.83,30,30.55,23.75,14.3
430060,43,A,1,024,55,5.09,31.83,15,15.85,12.45,8
430061,43,A,1,024,75,9.5,31.83,20,17.9,14,8.3
430063,43,A,1,024,172,9.89,31.83,25,24.65,20.55,9.39
430064,43,A,1,024,27,6.09,31.83,25,22.85,18.55,12.6
430065,43,A,1,024,47,4.9,127.32,15,15.15,9.4,7.3
430066,43,A,1,024,33,6.69,31.83,30,29,21.95,13.69
430067,43,A,1,024,20,8.5,31.83,20,22.1,16.35,10.3
430068,43,A,1,024,116,6.3,31.83,25,26.8,19.7,10.6
430069,43,A,1,024,103,5.8,31.83,20,20.05,13.75,6.8
430072,43,A,1,026,15,8.1,31.83,20,18.95,13.5,7.3
430076,43,A,1,024,38,2.5,127.32,20,18.4,15.6,9.5
430077,43,A,1,024,78,5.5,31.83,15,14.6,12.5,5
430080,43,A,1,045,100,13.69,14.14,25,27.1,22.5,10.5
430081,43,A,1,026,23,2.4,127.32,15,14.8,11.15,9
430082,43,A,1,045,272,4.69,127.32,10,9.05,8,4
430085,43,A,1,066,50,8.1,31.83,15,14.95,13.8,4.9
430086,43,A,1,024,56,4.5,127.32,35,36.25,31,9.6
430087,43,A,1,024,64,5.8,31.83,30,31.2,24.35,8.1
430088,43,A,1,024,155,13.89,14.14,30,28.25,25.9,8
430089,43,A,1,024,55,11.39,14.14,40,41.7,35.7,12.69
430091,43,A,1,045,3,4.9,127.32,10,9,8.1,4
430093,43,A,1,045,33,7.8,31.83,20,18.4,17.35,6.69
430094,43,A,1,025,44,4.5,127.32,25,25.65,21.3,10.3
430097,43,A,1,021,83,8,31.83,15,17.45,16,9.19
430100,43,A,1,024,42,9.1,31.83,25,27.3,24.5,5.3
430101,43,A,1,024,141,7,31.83,35,36.15,30,7.19
430103,43,A,1,045,251,2.2,127.32,10,9.55,8.55,3.29
430104,43,A,1,045,25,4.09,127.32,10,9.1,7.7,5.3
430106,43,A,1,045,18,3.7,127.32,10,11.15,8.35,7
430107,43,A,1,045,132,5.5,31.83,10,9.1,7.8,4.4
430108,43,A,1,021,107,12,14.14,25,26.2,23.9,11
430109,43,A,1,026,76,3.7,127.32,25,26.8,18.95,8
430110,43,A,1,024,160,7.69,31.83,30,31.3,26.7,7.9
430112,43,A,1,024,115,4.9,127.32,25,24,21.2,6
430113,43,A,1,024,237,13.19,14.14,30,29.75,22.65,12.69
430114,43,A,1,039,56,0.69,127.32,15,14.2,12.55,6
430115,43,A,1,024,88,9.89,31.83,20,19.3,16.15,8.1
430116,43,A,1,024,95,14.89,14.14,35,35.9,32.95,13.3
430118,43,A,1,243,37,8.8,31.83,25,23.85,20.05,16.5
430119,43,A,1,243,44,4.09,127.32,20,18.45,15.8,6.69
430120,43,A,1,008,63,3.09,127.32,10,9.4,7.55,6
430121,43,A,1,024,18,21.7,5.09,45,46.35,42.7,15.6
430122,43,A,1,025,356,11.5,14.14,40,42.2,34.9,11.6
430124,43,A,1,024,173,1.2,127.32,20,19,18.55,5.5
430125,43,A,1,045,87,4.9,127.32,10,10.55,8.95,5
430127,43,A,1,021,258,14.8,14.14,30,29.5,24,10.69
430128,43,A,1,021,31,6.9,31.83,30,32.3,26.1,9.89
430129,43,A,1,045,8,3.29,127.32,10,12.15,10.45,5
430130,43,A,1,045,35,4,127.32,10,9.2,7.75,6
430131,43,A,1,045,40,3.2,127.32,15,17,14.65,6
430133,43,A,1,025,9,9.8,31.83,35,35.45,32.05,13.89
430134,43,A,1,045,34,3.29,127.32,10,11.1,10.05,6.3
430135,43,A,1,021,93,9.19,31.83,45,46.7,43.7,13.6
430136,43,A,1,045,28,3.79,127.32,15,13.2,9.95,6.5
430137,43,A,1,025,194,13.39,14.14,40,39.65,30.6,11.5
430140,43,A,1,024,344,1.79,127.32,15,15.3,8.7,4.5
430141,43,A,1,024,162,12.3,14.14,35,33.2,24.6,10.1
430142,43,A,1,024,41,5.4,31.83,20,20.95,19.45,4
430143,43,A,1,024,121,6.8,31.83,35,34.15,30.4,10
430145,43,A,1,024,281,3.9,127.32,15,16.8,12.6,8
430146,43,A,1,024,48,14.69,14.14,30,31.45,30.1,7.9
430149,43,A,1,025,166,3,127.32,15,17.1,16,7.5
430154,43,A,1,024,35,12.69,14.14,25,25.25,23.5,6.5
430156,43,A,1,025,49,8.8,31.83,15,15.4,14.2,6
430158,43,A,1,044,135,6,31.83,25,24.6,21.65,12
430161,43,A,1,025,42,9.89,31.83,20,22.2,18.15,14
430163,43,A,1,024,152,7.59,31.83,20,21.95,17.8,6.4
430167,43,A,1,045,259,6.3,31.83,15,14.35,12.9,4.5
430170,43,A,1,024,150,7.19,31.83,15,17.25,13.15,6.5
430171,43,A,1,024,97,0.8,127.32,15,13.35,12.45,6.5
430178,43,A,1,025,73,8,31.83,20,22.45,17.3,10
430180,43,A,1,024,228,7.59,31.83,15,17.35,15.15,5.3
430181,43,A,1,024,252,11.8,14.14,30,30.6,27.4,8.5
430182,43,A,1,045,151,3.79,127.32,10,11.35,8.2,5
430183,43,A,1,024,76,8.39,31.83,30,30.3,24.7,10.5
430184,43,A,1,024,228,6.3,31.83,15,14.65,12.95,8
430185,43,A,1,045,145,3.5,127.32,20,17.65,16.3,5.5
430186,43,A,1,024,61,6.8,31.83,25,25.55,21.7,7.5
430191,43,A,1,045,264,4.09,127.32,10,11.1,9.45,7.5
430192,43,A,1,093,346,1.7,127.32,10,10.15,8.95,5
430193,43,A,1,025,78,3.5,127.32,25,23.6,16.25,13.5
430194,43,A,1,025,44,7.4,31.83,30,31.55,25.35,14.5
430195,43,A,1,025,49,6,31.83,20,21.6,15.8,10
430201,43,A,1,024,227,10.3,14.14,30,31.35,24.1,10
430202,43,A,1,025,74,7.4,31.83,25,23.25,17.35,10.5
430203,43,A,1,045,164,4.3,127.32,10,10.1,8.45,4
430205,43,A,1,024,206,6.5,31.83,15,17.2,15.3,6.5
430206,43,A,1,024,20,4.09,127.32,10,11.25,9.75,8
430208,43,A,1,024,62,11.8,14.14,25,25.05,22.75,8
430209,43,A,1,044,325,4.8,127.32,20,18.25,13.3,6
430210,43,A,1,021,140,9.69,31.83,20,20.2,16.4,6
430211,43,A,1,025,72,9.3,31.83,20,18.15,14.5,8
430212,43,A,1,024,239,9.1,31.83,15,17.25,12.5,5
430216,43,A,1,025,205,4,127.32,35,36,34.5,10
430218,43,A,1,024,107,1.89,127.32,15,14.15,10.5,6
430219,43,A,1,024,21,7.4,31.83,35,36.95,33.65,13
430220,43,A,1,024,31,5.09,31.83,20,17.75,13.4,12
430221,43,A,1,024,103,5.09,31.83,25,23.5,19.35,6.5
430223,43,A,1,024,36,6,31.83,15,17,16.65,8.5
430227,43,A,1,024,101,4.69,127.32,15,15.6,8.65,7.5
430229,43,A,1,024,112,5.5,31.83,25,24.4,18.45,11.5
430230,43,A,1,024,74,1.1,127.32,35,36.55,28.85,13.5
430232,43,A,1,045,67,2.4,127.32,15,12.65,10.3,6.5
430233,43,A,1,243,170,5.4,31.83,15,13.9,12.5,4.5
430235,43,A,1,024,66,5,31.83,10,10.7,8,7
430236,43,A,1,024,89,3.4,127.32,20,18.85,10.95,11.5
430238,43,A,1,025,19,3.4,127.32,10,9.25,8.45,9.5
430239,43,A,1,024,38,5.69,31.83,20,19,12.55,10.5
430242,43,A,1,024,105,1,127.32,15,15.65,14.55,10
430243,43,A,1,024,49,7.5,31.83,15,14.15,13,6
430245,43,A,1,024,128,9.69,31.83,25,26.4,22.35,11.5
430246,43,A,1,024,259,6.3,31.83,30,30.65,24.5,14
430247,43,A,1,024,151,8.89,31.83,25,25.15,17.15,8.5
